country,candy,sales
SAU,blueberry bubblegum,2172327
FRA,lollipops,914674
RUS,dark chocolate bar,9790098
CHN,butter cookies,7696654
IND,gummy bears,9974579
FRA,blueberry bubblegum,4783857
RUS,gummy bears,2557165
MEX,blueberry bubblegum,1065574
BRA,blueberry bubblegum,9442121
GBR,peanut butter pops,1848136
GBR,blueberry bubblegum,5059527
GBR,chocolate bar,115359
ITA,peanut butter pops,5132631
USA,gummy bears,5158195
IND,lollipops,6494582
CAN,butter cookies,1261900
BRA,caramel popcorn,5501240
USA,butter cookies,4110109
RUS,peanut butter pops,9201833
SAU,caramel popcorn,2968705
FRA,butter cookies,5594623
MEX,dark chocolate bar,4129084
GBR,gummy bears,2028313
IND,caramel popcorn,4274611
BRA,caramel popcorn,1724637
GBR,caramel popcorn,8195450
FRA,dark chocolate bar,3541668
BRA,white chocolate bar,3151320
FRA,dark chocolate bar,837940
ARE,lollipops,5196412
DEU,chocolate bar,1069341
CAN,lollipops,2857024
CAN,chocolate bar,2961814
MEX,butter cookies,1031245
GBR,chocolate cookies,1065129
SAU,blueberry bubblegum,5718894
IND,chocolate bar,4909416
MEX,chocolate cookies,9713774
ITA,peanut butter pops,562800
USA,dark chocolate bar,9418024
SAU,peanut butter pops,1472003
DEU,chocolate bar,2574838
GBR,dark chocolate bar,5124239
FRA,butter cookies,4597934
TUR,dark chocolate bar,3152716
TUR,butter cookies,996919
USA,peanut butter pops,4632921
MEX,butter cookies,3021016
ARE,lollipops,3023240
CAN,chocolate bar,1736158
USA,caramel popcorn,1984626
RUS,chocolate cookies,5807749
MEX,caramel popcorn,5332246
RUS,gummy bears,6860661
CAN,lollipops,4391599
RUS,blueberry bubblegum,5562462
RUS,lollipops,5466916
DEU,chocolate cookies,4791575
TUR,chocolate cookies,1242555
IND,white chocolate bar,9443498
SAU,chocolate cookies,1474178
MEX,dark chocolate bar,7448258
CHN,gummy bears,7820747
GBR,butter cookies,2473549
USA,caramel popcorn,3623489
CAN,blueberry bubblegum,680812
USA,dark chocolate bar,8229735
MEX,lollipops,5075025
BRA,lollipops,3923827
SAU,lollipops,9821728
USA,chocolate bar,9089990
FRA,chocolate bar,8345839
CHN,white chocolate bar,1188566
GBR,chocolate bar,7106952
IND,white chocolate bar,7221064
IND,gummy bears,6643407
FRA,lollipops,1857933
USA,peanut butter pops,6541879
ITA,gummy bears,8845079
BRA,gummy bears,6018405
MEX,dark chocolate bar,3194612
RUS,gummy bears,4228644
CAN,caramel popcorn,5571929
FRA,caramel popcorn,6150139
RUS,chocolate bar,3142829
ARE,dark chocolate bar,7626427
CAN,chocolate cookies,3745903
DEU,chocolate cookies,3856584
USA,chocolate bar,6310466
BRA,lollipops,3574464
DEU,chocolate cookies,7281656
ITA,chocolate bar,6953555
CHN,lollipops,5005368
USA,chocolate cookies,8550003
ARE,butter cookies,9723286
GBR,chocolate cookies,1554845
BRA,chocolate cookies,6699760
BRA,peanut butter pops,1077744
USA,gummy bears,706580
FRA,caramel popcorn,8377540
FRA,chocolate cookies,7661948
ARE,caramel popcorn,9980691
GBR,chocolate cookies,7371122
CHN,butter cookies,5028072
IND,caramel popcorn,6409963
ITA,dark chocolate bar,8094787
BRA,blueberry bubblegum,2601386
USA,caramel popcorn,3627275
FRA,blueberry bubblegum,6272090
GBR,dark chocolate bar,3705658
CAN,caramel popcorn,4666223
IND,lollipops,777086
DEU,chocolate cookies,1618808
DEU,white chocolate bar,2955982
CAN,chocolate cookies,3150473
CAN,peanut butter pops,1808100
FRA,caramel popcorn,9828764
GBR,lollipops,8517328
ITA,lollipops,7259122
CAN,butter cookies,5524115
DEU,chocolate bar,8413162
CAN,lollipops,1401323
BRA,butter cookies,1291155
TUR,chocolate cookies,3236773
TUR,dark chocolate bar,8092897
TUR,dark chocolate bar,5271950
FRA,chocolate bar,4570899
USA,peanut butter pops,771005
GBR,caramel popcorn,2197268
IND,lollipops,5375907
ARE,white chocolate bar,3664135
ITA,gummy bears,7091352
BRA,white chocolate bar,1772351
BRA,butter cookies,5441484
TUR,chocolate cookies,3586173
RUS,chocolate bar,5273826
CAN,peanut butter pops,3229764
CHN,blueberry bubblegum,4072503
CHN,peanut butter pops,8771932
ARE,lollipops,2972732
TUR,caramel popcorn,3460441
RUS,dark chocolate bar,7800117
ITA,gummy bears,4917615
RUS,caramel popcorn,1432288
MEX,caramel popcorn,5847433
CAN,peanut butter pops,1378910
IND,chocolate bar,7266612
USA,butter cookies,9591724
GBR,blueberry bubblegum,6827199
CAN,dark chocolate bar,5293042
FRA,white chocolate bar,5128829
DEU,lollipops,3833237
DEU,dark chocolate bar,3320603
SAU,blueberry bubblegum,1559660
MEX,gummy bears,8508008
RUS,chocolate cookies,3510960
ITA,gummy bears,3216365
IND,butter cookies,8782594
CAN,gummy bears,5051062
BRA,chocolate bar,5994820
USA,gummy bears,5341728
CHN,gummy bears,6648341
FRA,chocolate bar,5943658
TUR,dark chocolate bar,6626011
GBR,gummy bears,6434676
DEU,white chocolate bar,7123543
CAN,butter cookies,8588999
SAU,gummy bears,1378174
SAU,dark chocolate bar,2508311
ITA,chocolate bar,3239057
MEX,blueberry bubblegum,834609
USA,caramel popcorn,5049379
BRA,dark chocolate bar,3277114
BRA,chocolate bar,6214389
ITA,butter cookies,1956378
GBR,caramel popcorn,2333418
RUS,peanut butter pops,200594
ITA,dark chocolate bar,6727652
CAN,chocolate bar,2928676
TUR,gummy bears,9867484
GBR,caramel popcorn,3909304
CHN,dark chocolate bar,7080054
RUS,gummy bears,8722929
BRA,blueberry bubblegum,8130890
USA,chocolate bar,4249545
ITA,chocolate bar,6611211
TUR,chocolate bar,3571356
ITA,dark chocolate bar,5806525
CHN,caramel popcorn,3999408
BRA,peanut butter pops,7253381
CHN,dark chocolate bar,6305597
RUS,butter cookies,7745291
BRA,lollipops,5489829
IND,lollipops,4162427
DEU,chocolate cookies,1294642
ARE,chocolate cookies,8500745
CAN,butter cookies,4403148
BRA,gummy bears,8343339
GBR,white chocolate bar,1000247
TUR,chocolate bar,232045
CAN,dark chocolate bar,934029
FRA,dark chocolate bar,6331847
BRA,blueberry bubblegum,3624762
MEX,chocolate bar,8689359
ITA,caramel popcorn,7229182
RUS,white chocolate bar,734957
ARE,blueberry bubblegum,9385680
GBR,white chocolate bar,6007705
RUS,lollipops,7199444
SAU,chocolate bar,3433165
CHN,caramel popcorn,5249368
ITA,chocolate cookies,4976556
TUR,lollipops,1124158
USA,gummy bears,6573614
CHN,blueberry bubblegum,632207
CAN,caramel popcorn,4239091
CAN,dark chocolate bar,9316464
TUR,chocolate bar,6022994
USA,lollipops,7121936
TUR,blueberry bubblegum,7169677
DEU,chocolate bar,8171049
ITA,dark chocolate bar,4400502
ARE,blueberry bubblegum,7764396
RUS,chocolate cookies,2999411
RUS,dark chocolate bar,1062432
USA,chocolate bar,7200969
DEU,caramel popcorn,535602
CHN,gummy bears,3317885
GBR,chocolate cookies,4102276
SAU,chocolate cookies,9654404
USA,dark chocolate bar,9076269
IND,dark chocolate bar,1581306
SAU,caramel popcorn,1992287
GBR,lollipops,2606748
DEU,gummy bears,3198563
GBR,white chocolate bar,8030021
SAU,white chocolate bar,4866703
RUS,peanut butter pops,2427062
SAU,gummy bears,664582
CAN,caramel popcorn,8099796
CAN,lollipops,9297827
FRA,blueberry bubblegum,2967598
USA,white chocolate bar,5776493
USA,peanut butter pops,5283658
ITA,lollipops,8105793
TUR,dark chocolate bar,2495031
CHN,white chocolate bar,6935279
CHN,peanut butter pops,1029621
SAU,lollipops,5544812
RUS,dark chocolate bar,3391490
MEX,blueberry bubblegum,4899985
CHN,white chocolate bar,9682655
CAN,chocolate bar,4055138
RUS,peanut butter pops,6088944
BRA,butter cookies,6524286
ITA,chocolate cookies,6489458
CHN,chocolate cookies,2903396
USA,lollipops,888108
FRA,peanut butter pops,7937086
ITA,blueberry bubblegum,9631732
IND,blueberry bubblegum,5924200
IND,butter cookies,1275870
ARE,white chocolate bar,2590363
BRA,dark chocolate bar,9442863
ITA,chocolate bar,3091855
USA,butter cookies,8831772
ITA,chocolate cookies,9243397
MEX,white chocolate bar,5541052
MEX,peanut butter pops,5041416
ITA,gummy bears,9636931
RUS,chocolate bar,1576895
ARE,white chocolate bar,3551284
CHN,chocolate cookies,6023424
RUS,chocolate bar,9967211
FRA,peanut butter pops,2476625
TUR,butter cookies,7502042
SAU,blueberry bubblegum,4598903
FRA,lollipops,2705042
CHN,lollipops,5283739
ITA,dark chocolate bar,728759
CHN,white chocolate bar,2699756
USA,chocolate bar,3556185
DEU,lollipops,6296637
FRA,chocolate cookies,7602838
TUR,chocolate bar,7958921
RUS,caramel popcorn,5744644
CAN,lollipops,9810027
BRA,peanut butter pops,9166040
TUR,dark chocolate bar,6416081
CAN,peanut butter pops,4303876
MEX,lollipops,6812033
IND,blueberry bubblegum,7329940
USA,butter cookies,2619072
FRA,blueberry bubblegum,4408119
ITA,caramel popcorn,9416597
MEX,peanut butter pops,7487542
BRA,gummy bears,2980955
FRA,white chocolate bar,7723773
BRA,blueberry bubblegum,773498
TUR,blueberry bubblegum,2542154
DEU,white chocolate bar,6298407
IND,caramel popcorn,1872455
RUS,blueberry bubblegum,7493473
ITA,chocolate bar,6139746
DEU,lollipops,3625868
ARE,butter cookies,8205000
GBR,gummy bears,2971138
GBR,white chocolate bar,6063940
USA,butter cookies,5796924
MEX,gummy bears,8522119
BRA,butter cookies,641578
FRA,chocolate cookies,3559248
FRA,gummy bears,7835546
ARE,dark chocolate bar,3078746
BRA,white chocolate bar,9279982
MEX,butter cookies,9177954
DEU,blueberry bubblegum,3295846
USA,peanut butter pops,2156016
DEU,peanut butter pops,7608413
IND,chocolate cookies,1405091
IND,chocolate bar,1183804
SAU,lollipops,1866739
ARE,butter cookies,4735469
SAU,dark chocolate bar,7121619
DEU,white chocolate bar,650841
RUS,chocolate bar,5447013
ITA,gummy bears,4641009
MEX,chocolate bar,4688991
SAU,white chocolate bar,7146746
RUS,chocolate bar,6085347
ARE,chocolate bar,7308200
CAN,dark chocolate bar,3845594
CAN,butter cookies,8654314
MEX,dark chocolate bar,6955284
CAN,butter cookies,9462030
CAN,blueberry bubblegum,8029510
SAU,caramel popcorn,3187776
BRA,peanut butter pops,3480207
FRA,chocolate cookies,8921678
MEX,white chocolate bar,1019557
GBR,gummy bears,7489268
USA,gummy bears,1392257
GBR,chocolate bar,7381486
BRA,butter cookies,7649349
CAN,gummy bears,9600249
ARE,gummy bears,2488039
CAN,chocolate bar,9882653
CAN,butter cookies,3871534
GBR,gummy bears,9948501
CAN,gummy bears,3216047
MEX,peanut butter pops,5243022
CAN,dark chocolate bar,5548739
IND,chocolate bar,9176750
DEU,gummy bears,2516895
MEX,chocolate bar,1841824
MEX,chocolate cookies,7788818
TUR,butter cookies,2171569
GBR,chocolate bar,4290925
TUR,peanut butter pops,1068566
SAU,chocolate cookies,9054488
SAU,butter cookies,6217935
MEX,caramel popcorn,6185182
ARE,blueberry bubblegum,4282038
USA,chocolate bar,5801276
GBR,white chocolate bar,6605270
TUR,lollipops,6304178
DEU,white chocolate bar,2850444
BRA,chocolate bar,1314428
ARE,caramel popcorn,9705158
SAU,peanut butter pops,3163303
ITA,chocolate bar,4754174
RUS,lollipops,8979585
BRA,dark chocolate bar,5347647
CHN,chocolate cookies,6193130
RUS,butter cookies,7880348
CHN,caramel popcorn,3503249
DEU,caramel popcorn,1783921
IND,caramel popcorn,5483478
TUR,gummy bears,4691496
SAU,lollipops,4251954
IND,caramel popcorn,7595210
ARE,white chocolate bar,3304040
CAN,chocolate bar,3436937
BRA,blueberry bubblegum,6176899
IND,white chocolate bar,2552614
RUS,blueberry bubblegum,5702454
GBR,dark chocolate bar,7922835
FRA,dark chocolate bar,9819675
USA,blueberry bubblegum,2757736
DEU,peanut butter pops,5181559
MEX,chocolate bar,7361498
RUS,caramel popcorn,4968735
GBR,blueberry bubblegum,4772187
USA,butter cookies,2777415
ARE,white chocolate bar,104162
CHN,caramel popcorn,1016686
TUR,butter cookies,5040509
BRA,chocolate cookies,6151710
MEX,chocolate bar,6371785
USA,lollipops,5929937
RUS,blueberry bubblegum,5624386
FRA,lollipops,2699620
ARE,caramel popcorn,157426
IND,chocolate bar,6580713
USA,butter cookies,8192439
IND,peanut butter pops,3540703
CHN,dark chocolate bar,7070457
IND,chocolate cookies,5254188
RUS,lollipops,7189922
BRA,blueberry bubblegum,1574701
IND,lollipops,1898221
FRA,caramel popcorn,1861491
USA,peanut butter pops,8067303
MEX,chocolate cookies,5707642
GBR,chocolate bar,2769825
ARE,caramel popcorn,4407740
IND,chocolate cookies,6553853
TUR,lollipops,5467142
FRA,gummy bears,4168080
RUS,lollipops,8312155
IND,gummy bears,6227655
DEU,chocolate cookies,8632135
TUR,gummy bears,1598743
FRA,caramel popcorn,4701703
MEX,chocolate bar,6082531
CHN,butter cookies,1358271
DEU,white chocolate bar,3281041
ARE,blueberry bubblegum,5184562
CAN,chocolate cookies,1662766
USA,dark chocolate bar,1504857
FRA,caramel popcorn,6126455
ARE,chocolate cookies,6651644
FRA,white chocolate bar,822547
MEX,gummy bears,530125
IND,gummy bears,5241366
DEU,dark chocolate bar,4597721
ARE,lollipops,5169368
FRA,lollipops,3014369
USA,caramel popcorn,7905145
IND,caramel popcorn,8964685
FRA,blueberry bubblegum,3968612
CHN,blueberry bubblegum,9097383
MEX,caramel popcorn,2925461
FRA,chocolate bar,7337115
CHN,butter cookies,5151034
TUR,dark chocolate bar,1714629
IND,dark chocolate bar,2448249
IND,chocolate bar,1953590
TUR,gummy bears,5205833
RUS,gummy bears,5080345
SAU,chocolate bar,4946797
SAU,gummy bears,4971703
DEU,lollipops,6973751
DEU,caramel popcorn,539793
SAU,caramel popcorn,3643797
CHN,butter cookies,5123319
MEX,butter cookies,5164482
ARE,lollipops,1867772
TUR,lollipops,8603158
USA,gummy bears,1317951
GBR,peanut butter pops,8281256
GBR,blueberry bubblegum,494955
IND,gummy bears,9777595
ARE,chocolate bar,6177788
FRA,gummy bears,122510
IND,butter cookies,287719
MEX,caramel popcorn,1511512
DEU,peanut butter pops,9622081
CHN,gummy bears,5861796
USA,blueberry bubblegum,7628416
USA,dark chocolate bar,8209182
FRA,butter cookies,6938271
GBR,white chocolate bar,3170450
ARE,blueberry bubblegum,3481135
MEX,gummy bears,1569427
BRA,chocolate bar,1766862
BRA,peanut butter pops,2373074
ITA,white chocolate bar,4394305
ITA,dark chocolate bar,6393238
MEX,chocolate cookies,3133205
FRA,lollipops,9505410
FRA,butter cookies,7582868
TUR,white chocolate bar,6400929
TUR,caramel popcorn,9056470
TUR,lollipops,9748031
GBR,peanut butter pops,5489131
DEU,chocolate bar,7915688
BRA,peanut butter pops,8763085
FRA,lollipops,2077452
GBR,peanut butter pops,2111252
IND,blueberry bubblegum,9496569
CAN,blueberry bubblegum,5835285
BRA,butter cookies,4419198
ARE,gummy bears,5953150
TUR,caramel popcorn,7633480
ARE,lollipops,3256441
IND,chocolate bar,8951504
IND,gummy bears,7949786
BRA,gummy bears,7540973
BRA,butter cookies,1838410
RUS,gummy bears,3318983
CAN,lollipops,223834
SAU,lollipops,5394792
CHN,caramel popcorn,3157636
FRA,blueberry bubblegum,1967722
GBR,chocolate bar,6796427
FRA,caramel popcorn,9822366
MEX,chocolate cookies,2665558
CHN,butter cookies,4516781
ARE,gummy bears,9633146
CHN,blueberry bubblegum,8476177
RUS,blueberry bubblegum,1933013
SAU,butter cookies,116629
USA,dark chocolate bar,8692384
TUR,blueberry bubblegum,716614
RUS,peanut butter pops,2789864
USA,butter cookies,2407536
USA,butter cookies,8743989
SAU,peanut butter pops,3393249
SAU,lollipops,9068311
CHN,dark chocolate bar,383166
DEU,white chocolate bar,4952518
IND,white chocolate bar,2084749
DEU,chocolate bar,9059545
SAU,lollipops,8384906
MEX,lollipops,1818998
FRA,caramel popcorn,8510721
CHN,gummy bears,7169523
RUS,white chocolate bar,2091673
RUS,white chocolate bar,3897961
MEX,blueberry bubblegum,8289412
SAU,lollipops,8194138
ITA,dark chocolate bar,7909593
GBR,lollipops,6513159
ARE,white chocolate bar,501643
IND,dark chocolate bar,3773745
FRA,chocolate bar,8209086
CHN,gummy bears,7064212
CHN,caramel popcorn,9894216
CHN,gummy bears,5948897
MEX,butter cookies,3167294
USA,dark chocolate bar,4829415
CHN,lollipops,6259669
RUS,chocolate cookies,6483621
MEX,chocolate bar,7826923
USA,dark chocolate bar,1507546
SAU,butter cookies,1824985
ARE,gummy bears,2084216
RUS,gummy bears,5304549
TUR,chocolate bar,3786223
BRA,caramel popcorn,6811358
SAU,caramel popcorn,4474207
TUR,white chocolate bar,666449
SAU,lollipops,7367533
CHN,caramel popcorn,5787132
RUS,chocolate cookies,4040555
FRA,gummy bears,3669613
ITA,gummy bears,6263058
DEU,lollipops,1479226
DEU,white chocolate bar,7522644
ARE,chocolate cookies,9339821
CAN,dark chocolate bar,7867754
SAU,blueberry bubblegum,6942187
SAU,dark chocolate bar,7634014
SAU,white chocolate bar,7863030
GBR,dark chocolate bar,1228455
CHN,lollipops,3885721
ARE,white chocolate bar,4186697
TUR,chocolate bar,7373594
CHN,lollipops,6349680
RUS,dark chocolate bar,4812971
ITA,lollipops,4885130
MEX,lollipops,6907617
ARE,white chocolate bar,4378395
ITA,dark chocolate bar,4629363
CHN,butter cookies,3803454
CAN,dark chocolate bar,4226800
SAU,dark chocolate bar,7050013
BRA,chocolate cookies,4698928
MEX,white chocolate bar,6731584
IND,caramel popcorn,8023291
CHN,dark chocolate bar,5846884
USA,gummy bears,9476027
MEX,dark chocolate bar,5997950
CAN,blueberry bubblegum,6942119
RUS,white chocolate bar,8846684
CHN,chocolate bar,6142758
IND,peanut butter pops,5180634
MEX,dark chocolate bar,4462143
CAN,lollipops,3270119
ARE,white chocolate bar,192935
CHN,dark chocolate bar,2930181
USA,gummy bears,3555945
FRA,caramel popcorn,7299854
IND,caramel popcorn,942929
ARE,blueberry bubblegum,6801722
BRA,lollipops,7460611
TUR,blueberry bubblegum,8735223
IND,peanut butter pops,7201088
CAN,peanut butter pops,7199044
ITA,dark chocolate bar,1221176
BRA,dark chocolate bar,7241715
USA,blueberry bubblegum,3696824
CHN,white chocolate bar,2926746
GBR,blueberry bubblegum,4476284
FRA,gummy bears,5818389
RUS,gummy bears,211791
GBR,peanut butter pops,6613020
CAN,lollipops,5669046
FRA,lollipops,6949943
IND,white chocolate bar,1379010
IND,caramel popcorn,4098499
GBR,chocolate cookies,2193182
MEX,white chocolate bar,1720179
CHN,chocolate bar,3024972
MEX,caramel popcorn,3905887
CAN,gummy bears,9425306
SAU,dark chocolate bar,5014559
MEX,dark chocolate bar,6825175
DEU,peanut butter pops,2973310
FRA,caramel popcorn,9614050
BRA,white chocolate bar,2794567
TUR,blueberry bubblegum,1924502
BRA,gummy bears,5817199
RUS,lollipops,8049494
USA,lollipops,932684
SAU,blueberry bubblegum,7046051
IND,chocolate bar,8663831
FRA,gummy bears,8886172
CHN,lollipops,7971662
SAU,peanut butter pops,5056306
GBR,peanut butter pops,5523865
GBR,butter cookies,9497578
RUS,white chocolate bar,7201971
MEX,peanut butter pops,3600687
CAN,lollipops,936338
SAU,lollipops,7728308
CHN,butter cookies,5030518
CHN,white chocolate bar,8014585
GBR,butter cookies,7462534
RUS,caramel popcorn,6086412
ITA,peanut butter pops,9464999
FRA,lollipops,4045674
ARE,white chocolate bar,7819709
BRA,blueberry bubblegum,7908825
MEX,caramel popcorn,4509829
RUS,chocolate bar,255947
ITA,lollipops,8176739
FRA,butter cookies,9686038
IND,dark chocolate bar,1501029
GBR,caramel popcorn,6758097
DEU,chocolate bar,4211513
GBR,butter cookies,340181
TUR,chocolate cookies,3741214
USA,chocolate cookies,9123880
MEX,butter cookies,2015676
GBR,chocolate cookies,6787687
DEU,chocolate bar,2154179
IND,white chocolate bar,4708833
MEX,caramel popcorn,952935
TUR,white chocolate bar,3500249
ITA,chocolate bar,5362124
ITA,gummy bears,7130694
CHN,chocolate cookies,5504822
ITA,dark chocolate bar,7882639
USA,blueberry bubblegum,6148919
BRA,lollipops,1476779
ITA,caramel popcorn,8925868
TUR,gummy bears,5075693
IND,chocolate cookies,5557271
BRA,chocolate bar,3676355
ARE,lollipops,2067483
ARE,dark chocolate bar,2692973
ARE,blueberry bubblegum,179727
ITA,white chocolate bar,9565112
RUS,blueberry bubblegum,3638125
CHN,lollipops,5181294
USA,peanut butter pops,6170152
ARE,chocolate cookies,1364356
GBR,gummy bears,7134351
USA,gummy bears,271405
GBR,chocolate bar,6125952
BRA,butter cookies,7093130
CHN,dark chocolate bar,4783152
MEX,blueberry bubblegum,5158756
